address1,address2,applcbedt,applcendt,areano,buldmgtno1,buldmgtno2,buldnm,buldprpos,divgroundfloorcnt,divundgrndfloorcnt,elevatorno,elvtrasignno,elvtrdivnm,elvtrformnm,elvtrkindnm,elvtrmgtno1,elvtrmgtno2,elvtrmodel,elvtrresmptde,elvtrstts,frstinstallationde,inspctinstt,installationde,installationplace,lastinspctde,lastinspctkind,lastresultnm,liveload,manufacturername,manufacturertelno,mnfcturcpnycd,mntcpnycd,mntcpnynm,mntcpnytelno,partcpntnm,partcpnttelno,ratedspeed,shuttlefloorcnt,sigungucd,standardkey,zipcd1,zipcd2
서울특별시 은평구 불광로 122-9,(불광동),2019-10-06,2020-10-05,01,122,1475,더수빌,제2종근린생활시설-기타,7,0,0102202,1,엘리베이터,권상식-VVVF,승객용,122,3717,GR1,--,운행중,2011-10-06,한국승강기안전공단 서울서부지사,2011-10-06,1-1,2019-10-16,정기,조건부합격,550 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919920075,오티스엘리베이터(유)서울,02--2007-5800,손진옥,010-8887-9***,1 m/min,7,122,03,033,62
서울특별시 은평구 불광로 64,(불광동，불광 롯데캐슬),2019-08-28,2020-08-27,01,122,1692,불광동롯데캐슬,공동주택-분양,18,5,0073090,11,엘리베이터,권상식-VVVF,소방구조/장애인용,122,4054,STVF-7,--,운행중,2013-07-26,한국승강기안전공단 서울서부지사,2013-07-26,106-1,2019-10-02,정기,합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,승강기담당,02-356-2***,1.75 m/min,21,122,3,033,64
서울특별시 은평구 통일로 지하 602-1,(녹번동),2019-01-26,2020-01-25,01,122,735,서울교통공사3호선녹번역,운수시설-지하철역사,1,3,0080695,2,엘리베이터,권상식-VVVF,장애인용,122,1598,DSEM,--,운행중,2005-03-03,한국승강기안전공단 서울서부지사,2005-03-03,외부-1,2019-02-18,정기,조건부합격,1000 Kg,동산엘리베이터(주),031--499-8090,920000102,919930351,(주)금강테크엘리베이터,02--834-5020,곽도윤,02-6110-4***,.75 m/min,2,122,8,033,73
서울특별시 은평구 연서로 지하 137-1,(구산동),2019-05-26,2020-05-25,01,122,330,서울교통공사6호선구산역,판매시설-백화점,1,4,1800592,3,에스컬레이터,스텝식-,에스컬레이터,122,640,M-BB,--,운행중,2000-10-31,한국승강기안전공단 서울서부지사,2000-10-31,E/S-2,2019-06-25,정밀,조건후합격,,현대엘리베이터(주),02--3670-0791,919920035,919920078,(주)태성에스컬레이터,02--582-9060,박건우,02-6110-4***,.42 m/min,15.3,122,99,034,12
서울특별시 은평구 갈현로1길 31,"(신사동, 신사동 한신 휴 플러스)",2019-06-12,2020-06-11,01,122,605,한신휴플러스아파트,공동주택-분양,15,1,0038286,6,엘리베이터,권상식-VVVF,장애/승객화물용,122,1234,Si1,--,운행중,2003-07-24,한국승강기안전공단 서울서부지사,2003-07-24,104-2,2019-07-29,정밀,조건후합격,1000 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,관리소장,(02)357-1***,1 m/min,16,122,5,034,38
서울특별시 은평구 증산로 395-16,(신사동),2019-01-19,2020-01-18,01,122,986,한양아트빌,제2종근린생활시설-기타,5,0,0003361,1,엘리베이터,권상식-VVVF,승객용,122,1915,TK-50G,--,운행중,2006-12-19,한국승강기안전공단 서울서부지사,2006-12-19,1-1,2019-03-05,정기,조건부합격,550 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,남정우,(02)359-5***,1 m/min,5,122,12,034,42
서울특별시 은평구 갈현로 82,(역촌동),2019-06-23,2020-06-22,01,122,659,제일프라자,제2종근린생활시설-기타,5,1,0038520,1,엘리베이터,권상식-VVVF,장애인용,122,1315,STVF-2,--,운행중,2003-11-21,한국승강기안전공단 서울서부지사,2003-11-21,1-1,2019-07-05,정밀,합격,750 Kg,현대엘리베이터(주),02--3670-0791,919920035,920110039,(주)유원한솔엘리베이터,02--980-3668,김두환,010-5319-8***,1 m/min,6,122,10,034,19
서울특별시 은평구 통일로 745-1,(대조동),2019-03-28,2020-03-27,01,122,1719,경준빌딩(대조리치빌2),제2종근린생활시설-기타,10,0,0070448,1,엘리베이터,권상식-VVVF,승객용,122,4041,ELENESSA,--,운행중,2013-03-28,한국승강기안전공단 서울서부지사,2013-03-28,1-1,2019-04-05,정기,조건부합격,550 Kg,한국미쓰비시엘리베이터(주)(인천),032--330-8469,920030006,920020007,한국미쓰비시엘리베이터(주)(서울),02--6670-2152,승강기담당자,***,1.75 m/min,10,122,3,033,96
서울특별시 은평구 백련산로 6,(응암동),2019-09-17,2020-09-16,01,122,622,대주피오레아파트,공동주택-분양,15,2,0070142,2,엘리베이터,권상식-VVVF,장애/승객화물용,122,1254,Di1,--,운행중,2003-09-17,한국승강기안전공단 서울서부지사,2003-09-17,101-2,2019-11-13,정밀,조건후합격,1000 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,920090054,신한엘리베이터(주),02--2699-4346,박만식 (관리소장),02-308-6***,1.5 m/min,18,122,1,034,77
서울특별시 은평구 응암로24길 8,(응암동),2018-12-23,2019-12-22,01,122,1536,진엘르빌 ,제2종근린생활시설-기타,7,0,0080515,1,엘리베이터,권상식-VVVF,승객용,122,3801,확인불가,--,운행중,2011-12-23,한국승강기안전공단 서울서부지사,2011-12-23,1-1,2019-04-08,정기,조건후합격,550 Kg,한성유엘산업(주),02--866-1764,920090002,920030037,(주)성지에스티엠,02--2637-8533,강미남,010-3226-3***,1 m/min,7,122,3,034,66
서울특별시 은평구 진흥로 37-1,(역촌동),2019-10-16,2020-10-15,01,122,1099,하늘애아파트 2차,공동주택-분양,14,2,0069499,1,엘리베이터,권상식-VVVF,장애인용,122,2409,Si1,--,운행중,2008-10-07,한국승강기안전공단 서울서부지사,2008-10-07,1-1,2019-10-16,정기,조건부합격,1000 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919930214,(주)뉴텍엘리베이터,02--2606-2462,입주자대표,010-6232-9***,1.75 m/min,15,122,3,034,08
서울특별시 은평구 통일로53길 9,(녹번동),2019-08-30,2020-08-29,01,122,57,백명파크맨숀,공동주택-분양,4,1,0042269,1,엘리베이터,권상식-VVVF,승객용,122,322,VVVF,--,운행중,1996-07-04,한국승강기안전공단 서울서부지사,1996-07-04,1-1,2019-09-10,정기,조건부합격,550 Kg,(주)우진엘리베이터,051--312-2533,919950967,920030067,주식회사보성엘리베이터,02--898-1426,승강기담당자,02-898-1***,1 m/min,5,122,8,033,82
서울특별시 은평구 통일로 742,(불광동),2019-07-26,2020-07-25,01,122,83,한화63시티/한화생명불광동사옥,업무시설-기타,8,4,0006961,1,엘리베이터,권상식-VVVF,승객용,122,291,WBLX1,--,운행중,1996-03-11,한국승강기안전공단 서울서부지사,2016-07-06,1-1,2019-08-14,정기,조건후합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,노명환,(02)359-1***,1.75 m/min,12,122,3,033,58
서울특별시 은평구 통일로 869,(갈현동),2019-01-05,2020-01-04,01,122,108,서연빌딩,제2종근린생활시설-기타,7,1,0042094,1,엘리베이터,권상식-VVVF,승객용,122,61,WBLX1,--,운행중,1994-06-01,한국승강기안전공단 서울서부지사,2018-01-05,1-1,2019-02-08,정기,조건후합격,700 Kg,현대엘리베이터(주),02--3670-0791,919920035,920170057,월드엘레베이터(주),02--422-5891,호경조,(02)356-4***,1 m/min,8,122,03,033,30
서울특별시 은평구 연서로 93-1,(구산동),2019-11-22,2020-11-21,01,122,978,미성빌딩,제2종근린생활시설-기타,6,0,0084114,1,엘리베이터,권상식-VVVF,승객용,122,1903,SA1,--,운행중,2006-11-22,한국승강기안전공단 서울서부지사,2006-11-22,1-1,2019-11-04,정기,조건부합격,750 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,승강기관리주체,010-9799-1***,1 m/min,6,122,1,034,13
서울특별시 은평구 통일로71가길 12,(대조동),2019-07-30,2020-07-29,01,122,1088,파로스빌,공동주택-분양,5,0,0042225,1,엘리베이터,권상식-VVVF,승객용,122,2392,확인불가,--,운행중,2008-07-30,한국승강기안전공단 서울서부지사,2008-07-30,1-1,2019-08-07,정기,합격,550 Kg,(주)캐치원이엔지,02--2671-0422,920020016,920020016,(주)캐치원이엔지,02--2671-0422,승강기담당자,***,1 m/min,5,122,3,033,91
서울특별시 은평구 연서로9길 23,(역촌동),2018-12-02,2019-12-01,01,122,212,조경빌딩,제2종근린생활시설-기타,6,1,0038040,1,엘리베이터,권상식-VVVF,승객용,122,368,LGP,2013-07-03,운행중,1997-06-07,한국승강기안전공단 서울서부지사,1997-06-07,1-1,2018-12-28,정밀,조건부합격,550 Kg,엘지산전(주) 창원공장,055--269-4114,919920032,919920075,오티스엘리베이터(유)서울,02--2007-5800,승강기담당자,(02)351-4***,1 m/min,7,122,1,034,15
서울특별시 은평구 통일로 951,(갈현동),2019-11-17,2020-11-16,01,122,1130,서광교회,종교시설-종교시설,7,2,0083807,1,엘리베이터,권상식-VVVF,장애인용,122,2469,Si1,--,운행중,2008-11-17,한국승강기안전공단 서울서부지사,2008-11-17,1-1,2019-11-20,정기,조건부합격,1600 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,김영진,(02)387-0***,1 m/min,9,122,3,033,14
서울특별시 은평구 증산로21길 11,(신사동),2019-04-25,2020-04-24,01,122,351,삼부아파트(신흥상가),공동주택-분양,16,0,0039184,1,엘리베이터,권상식-VVVF,소방구조/장애인용,122,763,Di1,--,운행중,2001-04-11,한국승강기안전공단 서울서부지사,2001-04-11,1-1,2019-04-15,정기,조건부합격,1150 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,920100032,구일엘리베이터(주),02--588-2384,관리소장,02-372-2***,1 m/min,16,122,1,034,51
서울특별시 은평구 은평터널로 65,(수색동),2019-04-03,2020-04-02,01,122,349,수색대림한숲타운아파트,공동주택-분양,11,1,0005138,8,엘리베이터,권상식-VVVF,장애인용,122,719,Si1,--,운행중,2001-03-20,한국승강기안전공단 서울서부지사,2001-03-20,104-1,2019-04-15,정기,합격,1000 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919981654,(주)서강엘리베이터,031--978-9797,승강기담당자,02-308-2***,1 m/min,12,122,5,034,91
서울특별시 은평구 통일로 863-13,(갈현동),2018-12-07,2019-12-06,01,122,130,로얄빌딩,제2종근린생활시설-기타,6,1,0007328,1,엘리베이터,권상식-VVVF,승객용,122,381,TK-50CS,--,운행중,1991-03-26,한국승강기안전공단 서울서부지사,2017-12-07,1-1,2019-01-16,정기,조건부합격,550 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919920034,티센크루프엘리베이터코리아(주),02--2610-7777,김성태,(02)782-0***,1 m/min,6,122,3,033,30
서울특별시 은평구 불광천길 526,(응암동),2019-01-10,2020-01-09,01,122,388,상아아파트,공동주택-분양,10,0,0080463,1,엘리베이터,권상식-VVVF,승객용,122,885,확인불가,--,운행중,2001-11-30,한국승강기안전공단 서울서부지사,2001-11-30,1-1,2019-02-08,정기,조건부합격,680 Kg,조선승강기,02--388-1561,919961089,919930214,(주)뉴텍엘리베이터,02--2606-2462,승강기담당자,010-7239-7***,1 m/min,10,122,8,034,53
서울특별시 은평구 서오릉로21길 36,(구산동),2019-07-11,2020-07-10,01,122,264,갈현현대아파트,공동주택-분양,16,1,0041281,1,엘리베이터,권상식-VVVF,소방구조용,122,462,STVF,--,운행중,1998-06-22,한국승강기안전공단 서울서부지사,1998-06-22,101-1,2019-08-09,정기,조건부합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,관리소장,(02)354-7***,1.5 m/min,16,122,10,034,27
서울특별시 은평구 서오릉로 45,(녹번동),2019-03-12,2020-03-11,01,122,1367,최원호병원,의료시설-기타,8,3,0014971,1,엘리베이터,권상식-VVVF,장애/침대용,122,3518,TK-50G,--,운행중,2011-05-13,한국승강기안전공단 서울서부지사,2011-05-13,1-1,2019-03-20,정기,조건부합격,1750 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919920034,티센크루프엘리베이터코리아(주),02--2610-7777,류영태,02-3156-8***,2 m/min,11,122,3,034,59
서울특별시 은평구 통일로73길 3-6,(대조동),2019-07-28,2020-07-27,01,122,1436,대조동명지타운,공동주택-분양,6,0,0051283,1,엘리베이터,권상식-VVVF,승객용,122,3666,STVF-7,--,운행중,2011-07-28,한국승강기안전공단 서울서부지사,2011-07-28,1-1,2019-08-06,정기,조건부합격,600 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,고정심,4***,1 m/min,6,122,3,033,90
서울특별시 은평구 진관2로 90,"(진관동, 은평뉴타운 마고정)",20191105,20200103,01,122,1107,은평뉴타운 마고정3단지,공동주택-분양,7,2,0102285,30,엘리베이터,권상식-VVVF,장애인용,122,2483,SSVF5,--,운행중,2008-12-15,한국승강기안전공단 서울서부지사,2008-12-15,321-3,2019-11-05,정기,조건부합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,관리과장,(02)353-1***,1.5 m/min,9,122,10,033,10
서울특별시 은평구 연서로29길 20-21,(갈현동),2018-12-20,2019-12-19,01,122,838,유니온빌딩,제2종근린생활시설-기타,5,1,0082657,1,엘리베이터,권상식-VVVF,승객용,122,1612,Si1,--,운행중,2004-12-20,한국승강기안전공단 서울서부지사,2004-12-20,1-1,2018-12-06,정기,조건부합격,550 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,강명석,010-3757-2***,1 m/min,5,122,5,033,30
서울특별시 은평구 진흥로9길 3-7,(역촌동),2019-04-08,2020-04-07,01,122,1136,보성리엔빌,공동주택-분양,6,0,0006180,1,엘리베이터,권상식-VVVF,승객용,122,2501,STVF-5,--,운행중,2009-02-23,한국승강기안전공단 서울서부지사,2009-02-23,1-1,2019-04-24,정기,합격,550 Kg,현대엘리베이터(주),02--3670-0791,919920035,920110039,(주)유원한솔엘리베이터,02--980-3668,신주연,010-9342-7***,1 m/min,6,122,3,034,04
서울특별시 은평구 통일로 897,(갈현동),2019-09-25,2020-03-24,01,122,109,경산빌딩,업무시설-기타,5,1,0068830,2,엘리베이터,유압식-교류,자동차용,122,65,확인불가,--,운행중,1994-07-04,한국승강기안전공단 서울서부지사,1994-07-04,1-2,2019-10-04,정기,합격,2000 Kg,(주)조아기공,032--547-0611,919930224,919990085,대한주차관리(주),02--852-4417,승강기담당,02-478-2***,.33 m/min,2,122,20,033,29
서울특별시 은평구 응암로9길 14,(응암동),2019-09-21,2020-09-20,01,122,2250,우방이지빌,공동주택-분양,6,0,0111577,1,엘리베이터,권상식-VVVF,승객용,122,4793,TK-50CS,--,운행중,2015-09-21,한국승강기안전공단 서울서부지사,2015-09-21,1,2019-10-04,정기,조건부합격,630 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,승강기담당자,***,1 m/min,6,122,3,034,85
서울특별시 은평구 갈현로1길 16-1,(신사동),2019-06-14,2020-06-13,01,122,579,정원시티빌,공동주택-분양,6,1,0050586,1,엘리베이터,권상식-VVVF,승객용,122,1188,DY30A,--,운행중,2003-06-04,한국승강기안전공단 서울서부지사,2003-06-04,1-1,2019-07-19,정기,조건부합격,550 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,박영미,010-7190-5***,1 m/min,6,122,12,034,36
서울특별시 은평구 수색로 217-1,"(증산동, DMC 자이2단지내 상가 관리사무소)",2019-02-23,2020-02-22,01,122,1214,수색자이상가2단지,공동주택-분양,19,4,0040529,1,엘리베이터,권상식-VVVF,승객용,122,2496,TK50M,--,운행중,2009-02-23,한국승강기안전공단 서울서부지사,2009-02-23,2단지상가1,2019-02-25,정기,조건부합격,1150 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,920050036,(주)승조엔지니어링,02--2698-6007,김태일,(02)302-2***,1 m/min,5,122,3,035,04
서울특별시 은평구 갈현로21길 9,(갈현동),2019-07-20,2020-07-19,01,122,1429,뉴아름빌,공동주택-분양,6,1,0050383,1,엘리베이터,권상식-VVVF,승객용,122,3658,STVF-7,--,운행중,2011-07-20,한국승강기안전공단 서울서부지사,2011-07-20,1-1,2019-07-16,정기,조건부합격,600 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,김정애,010-3669-0***,1 m/min,6,122,10,033,25
서울특별시 은평구 불광로 60,(불광동),2019-11-24,2020-11-23,01,122,827,라비앙타워,제2종근린생활시설-기타,5,1,0084799,1,엘리베이터,권상식-VVVF,장애인용,122,1590,DY30A,--,운행중,2004-11-24,(재)승강기안전기술연구원 서울지원,2004-11-24,1-1,2019-11-11,정기,합격,750 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919920034,티센크루프엘리베이터코리아(주),02--2610-7777,승강기담당자,010-3232-6***,1 m/min,5,122,12,033,65
서울특별시 은평구 서오릉로 94,(대조동),2019-06-20,2020-06-19,01,122,219,대조삼성타운아파트,공동주택-분양,21,2,0069931,1,엘리베이터,권상식-VVVF,소방구조용,122,409,WBST1,--,운행중,1997-09-22,한국승강기안전공단 서울서부지사,1997-09-22,101-1,2019-08-14,정기,조건후합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,신희철,(02)6357-7***,1.5 m/min,20,122,10,033,92
서울특별시 은평구 진관4로 48-50,(진관동),2019-04-09,2020-04-08,01,122,1047,은평뉴타운상림마을(13단지),공동주택-분양,10,1,0005662,12,엘리베이터,권상식-VVVF,장애인용,122,2262,STVF-5,--,운행중,2008-01-15,한국승강기안전공단 서울서부지사,2008-01-15,728-1,2019-05-07,정기,조건부합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,관리소장,(02)355-6***,1 m/min,12,122,10,033,03
서울특별시 은평구 은평로 49-1,(신사동),2019-08-18,2020-08-17,01,122,1443,해들목휴먼빌,공동주택-분양,7,0,0068034,1,엘리베이터,권상식-VVVF,승객용,122,3678,SA1,--,운행중,2011-08-18,한국승강기안전공단 서울서부지사,2011-08-18,1-1,2019-08-21,정기,조건부합격,700 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,승강기담당자,010-9190-2***,1 m/min,7,122,3,034,22
서울특별시 은평구 은평로13길 10,(응암동),2019-04-15,2020-04-14,01,122,928,신풍빌딩,제2종근린생활시설-기타,6,0,0003605,1,엘리베이터,권상식-VVVF,승객용,122,1826,Si1,--,운행중,2006-02-10,한국승강기안전공단 서울서부지사,2006-02-10,1-1,2019-04-15,정기,조건부합격,550 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,920110039,(주)유원한솔엘리베이터,02--980-3668,이해련,010-9042-2***,1 m/min,6,122,5,034,60
서울특별시 은평구 응암로21길 18-1,(응암동),2019-11-21,2020-11-20,01,122,18,동명빌딩,제2종근린생활시설-기타,6,0,0080707,1,엘리베이터,권상식-교류,승객용,122,275,확인불가,--,운행중,1995-06-01,한국승강기안전공단 서울서부지사,1995-06-01,1-1,2019-12-04,정기,조건후합격,550 Kg,(주)뉴텍엘리베이터,02--2606-2462,919930214,919951027,(주)우성아이디에스엘리베이터,02--2631-4400,구민회,02-359-2***,1 m/min,6,122,20,034,56
서울특별시 은평구 백련산로 127,(응암동),2019-07-17,2020-07-16,01,122,9,응암신동아아파트,공동주택-분양,13,0,0038259,1,엘리베이터,권상식-VVVF,승객용,122,1733,DY20B,--,운행중,1990-10-01,한국승강기안전공단 서울서부지사,2005-06-24,1-1,2019-08-23,정기,조건부합격,1150 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919981684,성도엘리베이터(주),02--324-3567,승강기담당(양태홍),(02)387-6***,1 m/min,13,122,12,034,63
서울특별시 은평구 진관2로 15-40,(진관동),2018-12-05,2019-12-04,01,122,1378,구파발광역환승센터,자동차관련시설-자동차관련시설,4,2,0040549,1,엘리베이터,권상식-VVVF,장애인용,122,3481,ENK-MRL(02),--,운행중,2011-03-17,한국승강기안전공단 서울서부지사,2018-12-05,1-1,2018-12-05,수시,조건부합격,1000 Kg,(주)이앤케이,02--6925-2477,920120036,920120036,(주)이앤케이,02--6925-2477,승강기 담당자,02-2290-6***,1 m/min,6,122,3,033,06
서울특별시 은평구 서오릉로7길 9-21,(역촌동),2019-04-24,2020-04-23,01,122,559,미션빌(김영신빌딩),제2종근린생활시설-기타,6,1,0007183,1,엘리베이터,권상식-VVVF,승객용,122,1163,Di1,--,운행중,2003-04-24,한국승강기안전공단 서울서부지사,2003-04-24,1-1,2019-04-02,정밀,조건부합격,750 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919920075,오티스엘리베이터(유)서울,02--2007-5800,최기자,(02)355-0***,1 m/min,6,122,1,034,04
서울특별시 은평구 백련산로 38,"(응암동, 백련산 힐스테이트 2차)",2019-11-15,2020-11-14,01,122,1375,백련산힐스테이트2차,공동주택-분양,15,3,0082713,13,엘리베이터,권상식-VVVF,소방구조/장애인용,122,3487,LXVF-7,--,운행중,2011-04-05,한국승강기안전공단 서울서부지사,2011-04-05,206-1,2019-11-21,정기,조건후합격,1000 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,치과의원장,(02)3151-0***,1.5 m/min,18,122,3,034,77
서울특별시 은평구 은평터널로 163,(신사동),2019-01-18,2020-01-17,01,122,169,뉴신사신성아파트,공동주택-분양,13,1,0081542,2,엘리베이터,권상식-VVVF,승객용,122,21,TK-50G,--,운행중,1993-06-01,한국승강기안전공단 서울서부지사,1993-06-01,102-1,2019-02-11,정기,조건부합격,1150 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,관리소장,(02)305-1***,1 m/min,14,122,11,034,45
서울특별시 은평구 백련산로 146-30,(응암동，응암 SH-VILLE),2019-05-31,2020-05-30,01,122,1022,응암SH-Ville임대아파트,공동주택-분양,13,2,0040866,1,엘리베이터,권상식-VVVF,승객화물용,122,1946,TK-50G,--,운행중,2007-05-31,한국승강기안전공단 서울서부지사,2007-05-31,1-1,2019-05-03,정기,합격,1000 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,김영수,02-353-9***,1 m/min,15,122,3,034,75
서울특별시 은평구 진관3로 73-17,(진관동),2019-05-29,2020-05-28,01,122,1311,은빛초등학교,교육연구시설-초등학교,5,0,0103852,3,엘리베이터,권상식-VVVF,장애인용,122,3885,확인불가,--,운행중,2012-06-12,한국승강기안전공단 서울서부지사,2012-06-12,1-3,2019-06-17,정기,조건부합격,1000 Kg,(주)한테크,02--2678-0375,919981611,920080014,하나로엠지엠(주),02--900-2526,김동현,02-388-4***,1 m/min,5,122,3,033,01
서울특별시 은평구 통일로 855-8,(갈현동),2019-11-13,2020-11-12,01,122,1040,진원 Y-타운,제2종근린생활시설-기타,13,2,0083632,2,엘리베이터,권상식-VVVF,승객용,122,2172,Si1,--,운행중,2007-11-13,한국승강기안전공단 서울서부지사,2007-11-13,1-2,2019-11-13,정기,조건부합격,750 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,승강기담당자,(02)387-0***,1.5 m/min,15,122,5,033,30
서울특별시 은평구 진관1로 55,", 은평뉴타운마고정아파트 (진관동)",2019-10-24,2020-10-23,01,122,1146,은평뉴타운마고정11단지,공동주택-분양,15,1,0102149,9,엘리베이터,권상식-VVVF,소방구조/장애인용,122,2538,LXVF1,--,운행중,2009-03-27,(재)승강기안전기술연구원 서울지원,2009-03-27,307-1,2019-11-19,정기,합격,1150 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,관리사무소,(02)353-1***,1.5 m/min,16,122,10,033,10
서울특별시 은평구 서오릉로18길 25-4,"(갈현동, 더 클래스)",2019-08-22,2020-08-21,01,122,1963,"더클래스 101,102동",공동주택-분양,6,0,0073664,1,엘리베이터,권상식-VVVF,승객용,122,4404,TK-50CS,--,운행중,2014-08-22,한국승강기안전공단 서울서부지사,2014-08-22,101동,2019-09-04,정기,조건부합격,630 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,919950932,티센크루프엘리베이터코리아(주),02--2610-7777,승강기담당,***,1 m/min,6,122,3,033,26
서울특별시 은평구 은평로13길 12-1,해명빌딩 (녹번동),2019-05-28,2019-11-27,01,122,43,(주)녹번해명(해명빌딩),제2종근린생활시설-기타,5,1,0104893,1,엘리베이터,권상식-VVVF,승객용,122,138,확인불가,--,운행중,1991-06-10,한국승강기안전공단 서울서부지사,1991-06-10,1-1,2019-08-01,정기,조건후합격,1150 Kg,현대엘리베이터(주),02--3670-0791,919920035,919990073,명성엘리베이터(주),02--2616-2404,관리소장 (민정훈),(02)388-1***,1 m/min,6,122,3,034,59
서울특별시 은평구 불광로 20,(대조동),2019-02-15,2020-02-14,01,122,824,팜스퀘어,판매시설-기타,16,7,0040950,10,엘리베이터,권상식-VVVF,승객용,122,1615,DY20B,--,운행중,2005-02-15,한국승강기안전공단 서울서부지사,2005-02-15,1-10,2019-02-21,정기,조건부합격,1350 Kg,티센크루프엘리베이터코리아(주),02--2610-7777,919920034,920020011,(주)주원엘리베이터,032--504-5172,승강기담당,02-350-7***,1.75 m/min,21,122,12,033,97
서울특별시 은평구 갈현로15길 53,(구산동),20191029,20191228,01,122,139,경향파크아파트,공동주택-분양,10,0,0005418,1,엘리베이터,권상식-VVVF,승객용,122,98,GM1,--,운행중,1989-05-23,한국승강기안전공단 서울서부지사,2018-09-19,1-1,2019-10-29,정기,조건부합격,550 Kg,오티스엘리베이터(유)서울,02--2007-5800,919920075,919940873,우성에레베이터,02--733-7061,관리소장,(02)358-7***,1 m/min,10,122,3,034,28
서울특별시 은평구 통일로71길 4,(대조동),2019-05-15,2020-05-14,01,122,1608,트라움궁,공동주택-분양,7,1,0039795,1,엘리베이터,권상식-VVVF,승객용,122,3879,GM1,--,운행중,2012-05-15,한국승강기안전공단 서울서부지사,2012-05-15,1-1,2019-05-30,정기,합격,600 Kg,오티스엘리베이터(유)창원공장,055--289-8235,919990124,919920075,오티스엘리베이터(유)서울,02--2007-5800,김대성,010-5523-0***,1.5 m/min,8,122,3,033,91
서울특별시 은평구 증산로21길 38-9,(신사동),2019-05-23,2020-05-22,01,122,1058,삼익하이빌,공동주택-분양,6,0,0006099,1,엘리베이터,권상식-VVVF,승객용,122,2299,STVF5,--,운행중,2008-03-21,한국승강기안전공단 서울서부지사,2008-03-21,1-1,2019-05-03,정기,조건부합격,550 Kg,현대엘리베이터(주),02--3670-0791,919920035,919930409,현대엘리베이터(주)서울사무소,02--3670-0987,주 나(입주자대표),010-3011-5***,1 m/min,6,122,10,034,50
